url_length,special_char_count,path_entropy,user_agent_length,has_anomalous_headers,request_body_size,is_malicious
30,0,2.0780332117507445,90,0,339,0
69,3,2.8145452035229095,64,0,1289,0
47,2,3.076756907192357,80,0,168,0
138,5,3.4911415317663925,70,0,745,1
42,1,3.589235807946091,68,0,900,0
34,1,3.004446006529843,20,1,88,1
78,13,3.597743838184317,105,0,175,1
131,8,3.97311780809366,102,1,327,1
130,6,4.412728154280356,72,0,980,1
46,0,2.41457596295718,66,0,1729,0
36,2,3.3022852258914974,85,0,170,0
57,3,3.504414677569864,60,0,1680,0
52,3,3.869234666291105,90,0,1137,0
71,0,3.0604117876191124,62,0,629,0
90,11,4.223500035081694,96,0,736,1
77,0,2.2433444066540416,83,0,338,0
56,1,3.0562582949929364,119,0,1774,0
136,4,3.540683150037022,72,0,394,1
52,3,3.6249355050768473,64,0,1587,0
38,1,2.8302114373090594,60,0,164,0
53,0,2.3715440711770968,7,1,14,1
79,1,2.609457402700699,117,0,782,0
200,21,3.778628724250854,110,0,450,1
77,2,3.1315490420069265,68,0,774,0
29,1,2.209831744631348,78,0,1267,0
120,16,3.670907366602683,88,1,459,1
43,1,2.8962446383610136,4,1,73,1
35,2,2.138712568332873,5,1,90,1
70,1,2.464707008434954,112,0,955,0
68,8,4.37211307839497,115,1,11,1
21,2,2.16826463489087,94,0,143,0
183,19,4.355635576841021,89,1,107,1
26,0,2.2520307758699034,110,0,1299,0
25,2,2.4837796655140876,104,0,414,0
66,0,3.8972959841252663,115,0,536,0
34,0,2.339099383500105,66,0,1789,0
20,2,2.6116941410334045,82,0,137,0
162,25,4.089591368242865,100,0,431,1
74,1,3.4515504387218945,82,0,95,0
42,0,2.5951606910192697,63,0,1688,0
68,10,3.9715798206010295,69,0,367,1
25,1,2.061044321567226,68,0,308,0
78,0,2.2824084367522617,104,0,1740,0
79,0,2.7981085872498404,78,0,1642,0
18,1,2.2223899286195037,75,0,1697,0
59,3,2.4152857498952764,94,0,1264,0
48,0,3.298681567878186,61,0,616,0
31,3,2.901349020719506,29,1,98,1
34,3,2.8404566181926163,84,0,322,0
68,3,2.054236178776545,87,0,585,0
41,0,3.286633377637746,8,1,25,1
47,3,2.2766933721391234,22,1,19,1
63,3,3.868754079665525,82,0,283,0
34,1,3.1626591990035413,118,0,114,0
55,2,2.4699124130989127,101,0,116,0
49,2,2.577277292458003,96,0,980,0
80,0,2.203687755675713,63,0,1710,0
63,1,3.4842735034226013,84,0,939,0
135,24,4.090304004788141,86,0,15,1
73,2,2.7392608732620336,111,0,1076,0
62,7,3.4779879743598876,110,0,222,1
18,1,2.425508541881586,72,0,1849,0
47,2,2.139675707551344,61,0,1696,0
120,14,4.40942692014748,71,0,328,1
30,0,2.138921953512302,109,0,1851,0
69,2,2.306422563969541,70,0,1523,0
21,3,2.277362599130323,30,1,56,1
185,18,4.310166000641127,82,0,178,1
28,1,2.8008094099540677,100,0,1806,0
24,2,2.3617489618384804,83,0,1600,0
27,0,2.340965453593372,89,0,727,0
41,0,3.3430047357817725,6,1,86,1
50,2,3.283226658573601,14,1,86,1
17,0,2.175343165820209,4,1,96,1
55,1,3.380086732271401,14,1,79,1
35,1,3.3884434155433993,66,0,1406,0
51,2,2.697277030653589,22,1,41,1
140,13,3.6697193339948306,95,0,665,1
69,2,2.6429358436729307,69,0,1403,0
141,8,4.184073636382186,93,1,468,1
47,1,2.5260745541773453,111,0,442,0
30,2,2.068284239932367,73,0,1362,0
51,0,2.5377522500359486,114,0,551,0
95,10,3.662591516450436,116,0,107,1
55,13,4.015535618963483,107,0,418,1
102,13,3.530494339813426,98,1,389,1
47,0,3.241924623390122,119,0,128,0
28,1,2.2025127661254493,84,0,329,0
56,1,3.864523583715102,82,0,479,0
188,18,3.9955821140773264,60,1,497,1
42,2,3.3745702149000163,26,1,3,1
16,2,3.6073270133504334,119,0,664,0
71,2,3.119498282777292,97,0,1949,0
45,1,2.841203588322883,92,0,769,0
63,0,2.7069591777576276,65,0,1056,0
118,23,4.122166387472588,76,1,230,1
47,2,3.5443937262465166,110,0,278,0
67,0,3.6012993910390683,80,0,1407,0
54,3,3.4923723696935216,66,0,334,0
17,0,3.518843839670839,99,0,1833,0
45,2,3.019046505742362,99,0,228,0
86,12,3.7141535160091745,91,1,467,1
113,13,4.032639125869236,115,0,409,1
53,2,3.6856566989554533,87,0,991,0
80,3,2.496138876432555,117,0,609,0
58,3,2.8975121716377634,108,0,1899,0
67,1,2.0751353678224316,76,0,1714,0
20,0,2.7653533803816623,1,1,52,1
51,1,2.987248481896306,86,0,544,0
16,1,2.6230988675562212,87,0,306,0
52,0,3.8592269501122285,65,0,1125,0
76,2,2.6998226862981554,114,0,656,0
18,1,2.1308019270806122,26,1,44,1
31,1,3.39696573101903,68,0,960,0
31,1,2.3263579740795786,12,1,51,1
66,3,2.167441535042457,115,0,449,0
20,0,3.3283636240554357,70,0,100,0
33,2,2.035678172509426,97,0,385,0
19,2,2.492293690129952,86,0,1365,0
55,0,3.61868553665458,91,0,1503,0
54,2,2.8784909720751584,115,0,1019,0
69,3,2.483490528990802,103,0,1865,0
58,3,2.764590227143437,97,0,357,0
34,1,2.6091578537164817,80,0,1573,0
125,11,3.221237762691535,75,0,767,1
67,2,2.584302134594326,109,0,1473,0
15,2,3.537755464932239,113,0,915,0
64,10,3.0159873270208046,83,0,422,1
58,11,4.013467158267197,67,0,574,1
49,2,3.71170532833362,83,0,346,0
17,1,2.163811342805304,102,0,809,0
18,2,2.2326726358411015,62,0,1515,0
87,8,3.5066024333339074,70,0,700,1
25,0,2.7378136160230864,70,0,1487,0
46,0,3.253711652863343,101,0,1971,0
69,1,2.9283836976890134,99,0,648,0
35,3,2.8795579940617806,101,0,465,0
68,0,2.8575468484641906,81,0,1619,0
85,10,3.8701566237823983,66,1,228,1
21,2,2.257226873657055,77,0,1283,0
50,5,3.4540948082378047,113,0,397,1
45,0,2.858499065581166,67,0,1454,0
21,3,3.9886606469340107,62,0,578,0
18,1,3.6834222177297455,98,0,1350,0
130,11,3.569275008605394,99,0,650,1
38,1,2.6653804146904863,74,0,1165,0
58,0,3.6614183190363887,96,0,1213,0
41,0,3.1076451120241058,65,0,1263,0
46,1,2.6116661691628034,88,0,753,0
31,1,2.6300222393150503,66,0,1117,0
21,2,3.078244979770327,71,0,65,0
55,6,4.418235374971215,105,0,853,1
51,3,3.2148783571853703,72,0,300,0
74,2,3.0519096770284646,120,0,1062,0
22,0,3.8601653195196706,96,0,1886,0
22,2,2.5554575515064415,112,0,37,0
79,1,3.21735220443482,100,0,1188,0
47,3,2.780075940545485,65,0,511,0
136,10,4.276443554770083,91,0,166,1
153,18,4.266990554875503,99,1,157,1
61,2,3.985536916875585,83,0,475,0
15,3,2.9209378086083206,96,0,1397,0
16,2,3.567567579992028,82,0,1474,0
149,14,4.2852807543552895,110,0,486,1
44,2,2.413647523411927,76,0,1172,0
49,3,2.9840493016813667,1,1,87,1
17,0,2.5261199189618657,91,0,1754,0
40,2,2.7075212635551367,5,1,5,1
53,2,3.41235952806011,112,0,219,0
69,2,3.2567645730762234,118,0,972,0
79,1,2.9981744332371,70,0,42,0
19,2,3.535201811919478,70,0,611,0
70,2,3.220278617026857,70,0,231,0
39,2,3.4381462878149978,88,0,394,0
75,2,2.193417343874838,107,0,2,0
62,2,3.2140245477393123,94,0,1848,0
15,2,3.6021115723173054,105,0,1112,0
31,1,2.1172619076782273,115,0,1598,0
128,5,3.1911363672932485,84,0,980,1
27,2,2.2045686428534372,70,0,1109,0
38,0,3.2583955988334234,70,0,353,0
98,18,3.5064961472364025,90,1,471,1
80,0,3.5643000257261708,69,0,1616,0
23,3,3.553387365324607,112,0,128,0
24,0,2.0771653158238212,106,0,816,0
111,6,4.117345302127324,112,0,77,1
65,3,3.565279403708767,95,0,879,0
99,13,3.9045639846831364,88,0,117,1
56,3,2.5277716750398604,60,0,1564,0
28,1,2.1200270773997287,114,0,765,0
28,1,2.0892498328094335,63,0,879,0
56,3,2.7251061777431755,80,0,905,0
27,0,3.9147400351003308,73,0,363,0
26,0,2.48034134066667,67,0,241,0
20,3,2.8070620294012487,1,1,58,1
49,2,2.3365284644313475,24,1,31,1
66,3,2.870132263398002,69,0,1355,0
59,1,2.8794587666489697,65,0,410,0
114,17,3.8038463441674226,81,1,480,1
37,3,3.210401024545998,94,0,399,0
50,0,2.1992771789672343,6,1,63,1
73,0,3.73141268582443,97,0,1590,0
71,0,3.550527378847736,119,0,734,0
47,3,2.056034817232475,101,0,311,0
17,0,3.8068705398648706,75,0,1576,0
61,1,2.992834672593991,93,0,670,0
27,3,2.172184540242155,29,1,66,1
54,1,2.16647731962917,63,0,409,0
20,0,3.673493225047138,92,0,1089,0
77,3,3.996934479220441,103,0,1013,0
24,3,2.313398881887204,100,0,1834,0
77,7,3.8986237303091937,69,0,661,1
26,0,3.943773586857469,63,0,1249,0
127,12,4.256988864224168,62,0,174,1
73,3,2.419846853919926,88,0,993,0
111,13,3.9253088496018744,71,0,640,1
31,2,2.4372040732506006,69,0,769,0
64,0,2.5051732411878866,77,0,1870,0
62,20,4.378234617782653,85,0,235,1
39,2,3.705415196815858,83,0,239,0
48,0,2.5581099816369095,104,0,466,0
69,0,3.5403477546244297,94,0,1380,0
21,2,2.4556449426755265,6,1,36,1
41,2,2.5394781464233276,63,0,763,0
62,22,4.43374073208155,86,1,60,1
42,3,3.9313876381608783,96,0,1618,0
22,1,3.7356874775347966,87,0,1326,0
63,0,2.2500644599811306,83,0,1907,0
52,2,2.2131543713344892,106,0,930,0
77,3,2.071946867813363,79,0,354,0
55,2,2.1920013250694588,78,0,850,0
63,0,3.6306420098556913,119,0,1281,0
28,0,2.8217573888146275,118,0,668,0
37,3,2.515928521792624,68,0,1035,0
80,17,3.8260186395615094,105,0,397,1
44,3,3.598577857128432,86,0,1019,0
21,3,2.8392694915692087,16,1,86,1
48,0,2.827903252094457,17,1,97,1
29,3,2.5652976078322296,27,1,4,1
75,2,3.8948726957800828,112,0,1238,0
58,0,2.4103602446301373,82,0,58,0
22,2,3.4515742352724885,66,0,290,0
16,0,3.807568109270586,100,0,1952,0
27,0,3.0513313924282226,101,0,268,0
31,0,3.014130674522013,68,0,1251,0
39,1,3.102798330814661,114,0,609,0
51,1,2.2402278364137738,118,0,1276,0
59,2,3.0700727079246994,118,0,574,0
39,0,2.877589094197544,4,1,66,1
54,3,2.8987739200897487,30,1,26,1
116,7,4.340353052004845,60,0,818,1
80,1,3.2738477805799824,110,0,1205,0
51,3,2.4436738368037147,87,0,67,0
130,5,4.179801981487934,80,0,389,1
79,0,2.716439001616258,94,0,1318,0
19,0,2.2940304470928314,120,0,1169,0
38,3,2.652034700137036,60,0,1563,0
76,0,3.784438392233839,100,0,1593,0
27,2,2.412203035024203,100,0,1698,0
77,18,3.8255378689997444,117,1,166,1
95,10,4.466449006542646,117,0,851,1
23,2,2.510684182722887,86,0,72,0
79,3,2.6225898278253377,111,0,1242,0
41,2,2.6213832705085442,87,0,136,0
71,5,3.826254542003064,117,0,954,1
71,2,3.7483908813178006,112,0,1606,0
68,1,2.755318309412823,78,0,19,0
17,3,2.0130198930980465,63,0,1552,0
61,3,2.6847911191038687,91,0,639,0
125,13,3.664612488068714,89,1,211,1
66,2,2.367177359901601,101,0,1795,0
51,3,2.5273644149487575,76,0,1567,0
68,3,2.914816966321536,114,0,1462,0
34,2,3.222574963638353,63,0,96,0
44,2,2.875602136996517,110,0,902,0
47,3,3.9819159176747787,109,0,664,0
21,3,3.4440643361041214,115,0,633,0
52,1,2.7072683214076547,86,0,473,0
40,0,3.569477093264887,89,0,904,0
31,1,2.952006663987419,60,0,1319,0
25,0,2.161287515061468,94,0,1220,0
125,5,3.630648846292071,67,0,316,1
17,1,3.265160814527605,77,0,1366,0
31,1,2.5520823841069094,9,1,18,1
20,1,2.033727971564507,112,0,1035,0
39,0,3.290500983057752,15,1,22,1
32,2,3.3640755265854883,110,0,1356,0
45,0,3.7736548137201638,72,0,107,0
82,6,3.747778669426499,86,0,468,1
68,0,3.5794287422065874,66,0,715,0
77,0,2.504613951151506,109,0,56,0
43,1,2.3789890994051848,108,0,459,0
77,0,2.80044101619778,65,0,27,0
173,19,3.9165451121010193,108,0,480,1
36,0,3.2470573376922074,76,0,23,0
105,12,3.3434246286630422,61,0,780,1
46,1,2.7234369910813863,4,1,54,1
100,17,4.354988092097111,111,1,389,1
43,0,2.762162584302703,20,1,6,1
35,2,3.3807772725889205,90,0,307,0
67,1,2.2843575701372223,70,0,1740,0
37,2,2.2902823954784854,14,1,56,1
51,0,2.301046705554879,61,0,710,0
51,3,2.9231643542039856,116,0,53,0
24,1,2.7834752979899013,9,1,52,1
69,1,3.6733183863969714,70,0,1252,0
31,0,3.4070057620963508,72,0,1995,0
58,10,3.293454076119915,93,0,745,1
15,3,2.1506158806977775,20,1,43,1
67,1,2.009497692997682,120,0,786,0
192,25,4.34237302300806,82,0,133,1
38,0,3.1214315921585527,78,0,433,0
52,2,2.6930415370292806,79,0,110,0
17,3,3.5091474613778413,75,0,512,0
54,1,3.734871588213655,91,0,1921,0
80,0,3.574675629438543,81,0,708,0
73,2,3.1291546456251873,104,0,1823,0
98,6,3.963716892407556,102,0,680,1
46,1,3.9948400072770758,64,0,477,0
28,3,2.6135926350753804,75,0,994,0
49,3,2.074409133842817,114,0,132,0
42,0,2.2327719158980903,4,1,3,1
59,0,2.490223803321596,82,0,1644,0
109,7,4.297986591942864,64,0,344,1
51,3,2.823262602487136,80,0,155,0
23,2,3.6853116043544976,69,0,1353,0
91,10,3.5106139489977415,60,1,140,1
175,19,4.104336318470675,75,1,293,1
22,0,2.2187065831490833,29,1,11,1
187,6,3.7003133895657667,114,1,4,1
33,3,3.319581204315106,6,1,90,1
19,0,3.197503232265098,29,1,50,1
29,1,3.2128715478661807,60,0,365,0
58,3,2.776281693899259,69,0,66,0
17,1,2.490972863998385,84,0,495,0
158,18,4.310075614017285,115,1,219,1
59,1,2.8827570788934067,101,0,1031,0
26,1,2.1595035836420418,2,1,91,1
37,0,3.1323942700849963,102,0,865,0
16,1,2.846986809974708,26,1,64,1
23,2,2.6561340770860844,114,0,1085,0
54,2,3.094038439870072,89,0,1930,0
57,0,3.3356406090612927,27,1,85,1
52,0,3.4951737096975806,70,0,1017,0
20,3,3.812407658804342,120,0,1948,0
76,3,3.158215275007216,63,0,564,0
66,1,3.6421754482369426,104,0,411,0
40,3,2.6708362334026514,105,0,470,0
59,0,3.679940197010795,111,0,1540,0
30,1,2.781260717998647,94,0,353,0
55,3,2.7028915051954874,72,0,414,0
156,12,4.010307123559939,106,0,302,1
16,1,2.2661861021448293,14,1,41,1
33,2,3.247450116886619,77,0,1426,0
115,14,4.289300125321593,117,0,359,1
37,0,2.4946482867705555,109,0,1990,0
24,2,3.3045395406635447,90,0,1149,0
16,3,3.0599385362413978,96,0,666,0
16,3,3.0879978565344546,83,0,1850,0
52,3,2.25268592493871,87,0,244,0
77,3,3.906570801695798,70,0,1113,0
62,0,3.161465041930084,74,0,552,0
20,0,2.010235924761364,28,1,92,1
63,1,3.478579248173277,77,0,1261,0
28,2,2.1745373879530465,65,0,1072,0
24,2,3.837330742744547,83,0,1669,0
83,14,4.309157568699306,80,0,500,1
60,3,3.109570390915577,76,0,1838,0
21,0,3.2832493157669735,24,1,68,1
23,2,2.0346751333476307,16,1,3,1
19,0,2.6965309515161806,77,0,526,0
77,3,2.0696873882899802,116,0,1698,0
172,17,3.871939015240381,99,0,128,1
56,4,3.419765135862845,110,0,736,1
68,1,2.545728076144477,98,0,26,0
56,0,3.3772620547900347,85,0,1251,0
166,10,3.7528388695629604,80,0,224,1
47,0,2.3394274517740508,84,0,1391,0
68,3,3.3407314943676836,71,0,1297,0
55,0,3.708954555993995,91,0,1494,0
16,0,3.8380289409224098,108,0,1090,0
163,16,3.700225657008299,86,1,323,1
17,3,3.0545195208656764,5,1,41,1
33,3,3.992620656726875,104,0,1571,0
73,3,3.003147463430874,95,0,1748,0
63,0,2.2701793674199653,97,0,1322,0
56,0,3.1851387672731635,111,0,782,0
29,3,2.2468752725244645,15,1,28,1
32,2,2.8353996906610126,8,1,36,1
47,0,2.527271721595417,102,0,738,0
76,12,3.982949430231758,100,1,80,1
73,3,3.624559462315237,116,0,364,0
77,3,2.5460475048010114,60,0,44,0
76,0,2.6740144621551565,81,0,1544,0
51,0,3.6480405486562466,93,0,10,0
60,0,3.3994759170675533,75,0,1661,0
79,3,2.753992556416006,106,0,238,0
90,25,4.147467412165543,72,0,146,1
29,3,2.308989638264965,2,1,50,1
185,18,4.343238843528686,99,1,329,1
56,7,3.9745512281120554,85,0,269,1
31,3,3.6067676143981378,106,0,913,0
56,3,2.2909162254606175,90,0,78,0
36,3,3.815774078620686,106,0,1314,0
63,2,2.761188874929516,81,0,611,0
29,1,2.9565243421962277,20,1,90,1
25,1,2.779450115000418,94,0,847,0
66,2,3.8551094680735267,100,0,1522,0
38,1,3.5879118426113497,84,0,654,0
32,1,2.8726901075375997,14,1,8,1
138,9,3.1337730693786656,68,0,784,1
61,2,3.95971037574943,120,0,1471,0
44,0,2.999349551327321,100,0,1169,0
27,1,2.297137593309658,85,0,1969,0
60,2,2.385232462673976,13,1,61,1
18,3,3.7524283802720526,113,0,1858,0
79,1,3.9862357020355574,80,0,1412,0
63,0,3.2949971414893238,111,0,177,0
150,9,3.7817465652306734,102,0,264,1
65,1,2.2586255374339173,116,0,870,0
63,12,3.4013637420707084,83,0,274,1
55,0,2.7802993677891736,77,0,1082,0
52,3,2.9822437491151224,61,0,1030,0
63,0,2.681427493280902,109,0,1387,0
16,1,2.8021342808683727,28,1,25,1
28,3,2.4379953295878964,99,0,1307,0
21,2,2.640857254710812,87,0,1200,0
72,11,4.021618874325972,87,0,499,1
33,2,2.5569342483690525,108,0,492,0
50,2,3.721848972385674,95,0,1904,0
47,3,2.826773059120292,120,0,918,0
47,0,2.9621717883803798,102,0,1053,0
23,2,2.6905953664427766,72,0,802,0
45,0,2.1218262405740598,28,1,42,1
32,1,3.321069537789895,22,1,63,1
65,0,2.019462116948627,86,0,1838,0
90,19,4.010861156266769,102,0,385,1
79,2,3.5261150138627153,115,0,1965,0
51,3,3.1803185034410224,89,0,1540,0
53,1,2.645099032986005,60,0,123,0
74,3,3.2674170172296155,77,0,577,0
96,12,4.285003923893209,91,0,795,1
35,2,2.661977170560455,84,0,1471,0
46,3,3.506098183197235,69,0,454,0
112,7,3.7409961140582357,114,1,37,1
56,0,3.0073764499776416,107,0,1257,0
171,9,3.722276428541939,98,0,223,1
65,1,2.399889683599573,99,0,777,0
39,0,2.2231971631205285,68,0,361,0
60,1,2.2517325152431518,91,0,1497,0
74,3,3.4953060966323686,72,0,395,0
29,0,3.145760961844476,100,0,1700,0
17,2,2.784439909092157,112,0,233,0
45,0,2.9831719327074637,9,1,86,1
30,0,2.0686814024518707,30,1,52,1
30,1,2.0546529545760874,87,0,165,0
15,0,2.852700382580392,85,0,271,0
35,0,3.1534820816012887,86,0,1140,0
51,1,2.1225466886696895,95,0,242,0
19,2,3.464690076406745,105,0,1509,0
68,2,2.023524590661591,117,0,1426,0
18,2,3.264098083086906,80,0,1149,0
37,1,2.745788833745537,28,1,56,1
72,2,3.015898676271068,86,0,960,0
18,2,2.537990568839888,19,1,27,1
79,2,2.522404238726665,88,0,83,0
63,2,2.4077688133324227,82,0,1907,0
28,2,2.144784503358689,99,0,1449,0
41,2,3.176839832048231,3,1,64,1
32,0,2.7231295456224136,17,1,23,1
28,2,3.649879210767984,90,0,1001,0
69,2,3.811400514642872,88,0,1250,0
47,0,3.386765890257813,83,0,1471,0
65,1,3.099850143228953,90,0,72,0
138,8,4.28110393838659,60,0,564,1
40,2,2.277331049185995,103,0,164,0
99,10,3.687579611681599,81,1,212,1
